name,age,street,city,state,zip,lng,lat
Daniel Welch,37,9882 Johnny Plains Suite 480,Jamesport,North Carolina,22730,-178.054839,6.6070655
Ricky Chase,27,17687 Barker Crescent Suite 970,Allenport,Vermont,71303,-83.096498,-25.916597
Maria Gallagher,25,357 Carolyn Lock,Danielville,New York,17499,-178.829379,-70.550926
James Wilson,39,3853 Fuller Shoal Suite 247,Port Katrinafort,North Carolina,47778,-109.906848,59.7436855
Jon Turner,45,93624 Robert Mount Apt. 008,Jeremyshire,Vermont,77256,172.711068,-21.1882195
Ann Smith,37,348 Smith Dam,West Janebury,Michigan,66026,10.503046,-47.6484225
Corey Gallegos,23,130 Gonzalez Knoll Suite 879,Jacobsonside,Florida,44993,144.583611,-46.001084
Shawn Mendoza,57,075 Hale Mills Suite 024,Kennethchester,Florida,69088,44.641315,-66.5395065
Gregory Vazquez,73,27268 Jenkins Prairie,Diazberg,Washington,43774,106.656397,-53.477639
Nicholas Brown,62,7926 Hailey Camp Suite 903,Melissamouth,Connecticut,13188,125.153795,52.487539
Edgar Hill,69,440 Ariana Lane Apt. 589,Port Michaelland,Texas,48770,-54.014219,-7.1417045
Julie Moore,43,495 Becker Shoals,Dawsonhaven,South Carolina,04410,113.523908,-76.498564
Cole Pratt,30,539 Jill Vista,South Markland,Massachusetts,54843,81.259581,-82.6485165
Gabrielle Johnson,23,807 Amanda Trail Suite 469,Port Markburgh,New Jersey,99127,-23.636907,4.9315695
Lauren Hawkins,58,66830 Larry Grove,West William,Colorado,20989,57.947157,17.310271
Jordan Pace,71,94976 Estrada Point,Jacobmouth,New York,77182,-137.265935,6.627378
Matthew Gonzalez,44,4772 Wilkins Mission,Elliottville,Nevada,34609,44.779572,45.084530
Chelsey Hawkins,66,41000 John Parks,Toddville,Delaware,91249,-152.090835,-44.8239995
William Clark,66,20301 Anderson Locks,Atkinsonchester,Louisiana,65171,-117.377966,34.6783015
Molly Gilbert,64,04894 David Port,Cindytown,Pennsylvania,71152,15.401468,-8.354246
Morgan Ingram,43,618 Myers Mission Apt. 960,Anthonyland,North Carolina,02024,100.817481,60.306036
Kayla James,59,572 Brandon Center Apt. 622,Herreraborough,Georgia,43434,-147.265483,31.819142
Sandra Rios,28,3677 Kelly Street,Robinsonside,Idaho,60636,72.922140,40.7129145
Felicia Wang,66,5643 Kane Road Apt. 228,South Michelletown,Minnesota,20508,1.237025,86.085102
Jessica Harris,56,3693 Evans Prairie Apt. 761,North Christopherstad,Tennessee,71876,19.220055,-76.5407585
Jonathon Holloway,51,16948 Monroe Expressway Apt. 357,Lake Jacquelinemouth,Rhode Island,40797,-147.581691,-17.1233655
Suzanne Cooper,27,181 Garcia Haven Suite 634,West Anthonyfort,Pennsylvania,62756,-8.909049,-6.1459635
Ashley Aguilar,26,1160 Monica Lake Apt. 065,Mayhaven,Arizona,92595,58.681886,21.1124165
Jennifer Barrett,36,48580 Jill Park Suite 476,Alicemouth,California,25087,-124.522320,-88.504775
Elizabeth Williams,23,06360 Matthew Light,Weeksburgh,Maine,44268,-9.739454,17.772152
David Johnson,63,17306 Johnny Villages Apt. 790,Debrafurt,Rhode Island,09401,86.048357,-21.027608
Tammy Nelson,61,42454 Heather Trafficway,Grahamside,Indiana,40186,-21.191425,-41.211798
Daniel Macias,20,676 Robertson Union,Port Madison,Wyoming,68955,126.456943,35.2662185
Stacy Delgado,78,905 Miller Fork,Robinsonton,Tennessee,44019,-138.695898,69.567802
Timothy Zuniga,45,19589 Dickson Park Suite 775,North Randy,California,66597,135.233511,74.301863
Kristy Mitchell,25,3362 Brady Common,Pearsonberg,Oklahoma,86682,-106.691174,-39.986647
Alicia Martin,32,54809 Henry Road Apt. 130,Meganberg,Utah,37031,138.080094,59.978456
Dr. Tyler Meadows,69,001 Rick Ways Suite 846,Snowstad,Kentucky,44794,-71.435865,64.490696
Paul Reed,65,64428 Eric Manors,North Wesley,Texas,91839,-33.079083,-7.8460725
Laura Stewart,46,8669 Peterson Extension,Port Julie,Washington,98919,-139.645159,37.3574585
Christina Farmer,45,525 Miller Forks Suite 401,Crystalbury,Oregon,77060,-175.337001,-11.771856
Billy Watson,61,563 Holland Loaf,Lake Brittany,Florida,58969,-105.911893,-57.7544915
Anne Ramirez,56,3484 Joshua Harbors Suite 094,Lake Justin,Idaho,58359,-4.133127,5.1664345
Paul Morse,46,98908 Chase Ferry Apt. 714,Port Dorisberg,Utah,33311,133.546687,56.198121
Steven Williams,33,72971 Matthews Rapid Apt. 885,Smithtown,Virginia,29668,-150.447285,-0.4894405
Mark Martin,46,391 William Hills,East Jilltown,New Jersey,52052,-74.664882,-26.9895075
Shelley Green,35,70821 Glenn Place Apt. 405,West Crystalshire,Alabama,42711,-18.064430,87.3447325
Emily Anderson,18,301 Melissa Lane Apt. 738,East Jennifer,Nevada,70830,107.962476,-26.298940
Alexis Mcclure,77,53109 Sutton Coves,West Randall,California,82131,165.434022,-68.315841
Terri Griffin,77,332 Philip Fords Suite 832,Port Jeffreyton,Colorado,65356,-106.099796,56.7512165
Tammy Walker,66,116 Wilson Views Suite 270,Hobbsside,Minnesota,40085,-80.989884,-35.875819
Kristin Moore,63,24315 Benson Estates,Cobbhaven,Rhode Island,07962,141.529516,-45.4558315
Amanda Silva,59,36001 Kelly Trail Apt. 917,Timothyfurt,Missouri,50361,107.413478,57.7422275
Travis Mcdaniel,27,6585 Daniel Island Apt. 609,Petersonmouth,Montana,63329,-44.818837,-37.1622265
Christopher Bishop,64,9308 Black Trail Suite 587,Port Regina,South Dakota,48621,-25.403035,55.1320665
Patricia Ellis,38,711 Bridges Lakes,Whitefort,North Dakota,20227,76.287603,-25.8367575
Brad Garcia,52,518 Young Forge,West Susan,Iowa,72607,-130.970367,58.4944425
Brianna English,22,142 May Falls,New Wandaborough,Delaware,21532,91.127512,59.1008185
Sheri Johnson,26,76362 Alvarado Glens Suite 327,South Valerieport,Mississippi,31834,-49.095203,-41.305752
Erik Hicks,48,247 Gonzalez Mill,Hortonview,Oklahoma,68141,-102.436477,-17.7165205
Carol Benitez,42,936 Cynthia Plaza,Clarkchester,Virginia,94786,100.498994,14.741537
Timothy Stewart,51,3300 Leah Dam Suite 341,Whiteshire,Massachusetts,53816,69.453906,36.2636765
Joshua Carr,66,400 Kayla Key,Jonathantown,Michigan,76597,-102.679431,-19.815131
Michael Dominguez,30,543 Donaldson Stravenue,Jessicabury,Missouri,25753,-87.020995,-28.8641875
Brittany Taylor,66,563 Downs Inlet Apt. 074,Lake Stevebury,New Hampshire,68910,102.475069,-66.601795
Rachel Adams,64,5375 Ponce Vista Suite 993,East Edwardchester,Hawaii,92428,-20.897716,17.978563
Jennifer Richards,53,06257 Todd Wells,Rogersshire,Maine,17956,-26.991708,51.274599
Mark Newman,20,5116 Mcfarland Ford,West Austinland,Minnesota,73367,163.009900,-49.4204515
Erika Duncan,49,7901 George Ville,East Charles,Idaho,61182,90.080576,52.639358
Clinton Silva,55,174 Taylor Cliff Apt. 208,South Katieborough,New Jersey,65970,-134.521067,-56.701050
Timothy Riley,64,660 Rios Rapid Apt. 396,Williamsshire,New York,96712,-62.047148,-16.478703
Anita Scott,44,5316 Ryan Fork,New Anthony,Massachusetts,48095,123.367759,-43.018941
Steven Wright,24,320 Lindsay Radial Suite 543,East Troyfort,Indiana,51829,-75.505733,-47.340742
Kimberly Frank,64,399 Delacruz Camp Suite 221,West Justinbury,California,64064,-47.947813,-45.229314
Kristine Lucero,31,19660 Anna Trail Apt. 068,New Kaitlinburgh,New Jersey,89308,-29.337325,76.691657
Anthony Reyes,33,81802 Brittany Place Suite 089,Victoriamouth,Alabama,73975,-142.357150,15.0207855
Alison Lee,48,66261 Michael Mall,South Christopher,Colorado,14894,147.753027,-36.5578995
Amanda Huynh,21,291 Nicole Bridge Suite 068,Sullivanfort,Nebraska,37775,-139.391894,18.520370
Amy Blackwell,26,4059 Chad Hollow Suite 215,Cooperview,Montana,51514,87.969058,34.227193
Louis Griffin,20,572 Jamie Ports,Cherylburgh,Florida,22785,-125.963104,83.5204785
Jeffrey Moore,29,5672 Valdez Rue Suite 110,Georgeland,Wisconsin,91627,90.952724,-1.260268
John Morris,75,843 Edwards Roads,Danielleport,Virginia,14537,58.710551,-76.822109
Jennifer Smith,70,32026 Rebecca Trail Suite 682,Simsburgh,Arizona,42688,-161.479939,81.181061
James Young,64,1747 Bishop Mews Apt. 875,Hernandezstad,Nevada,38456,-97.077299,70.945162
Tami Lowe,52,0167 Derrick Ranch Suite 721,Calderonfort,New Jersey,53985,54.782815,-70.2945495
Maria Sexton,43,83480 Tyler Fields Apt. 155,Lawrencemouth,Delaware,66808,-108.398250,40.413940
Taylor Hunter,59,7917 Angela Alley Apt. 412,New Sarah,Virginia,77388,-169.907288,81.6641535
Sonia Floyd,63,844 John Estate,Brooksville,Minnesota,78063,-25.883645,-80.905918
Dr. Douglas Mueller,28,45182 Philip Highway Apt. 942,Websterland,Massachusetts,85723,-139.736786,-40.5482545
Beth Sims,61,83052 Camacho Turnpike Apt. 317,Josephhaven,Arizona,56340,93.183486,55.2476605
Daniel Giles,46,780 Marie Skyway,Josephport,Delaware,07765,107.957078,82.6627125
Gregory Russell,52,957 Payne Well,Tylerview,California,84826,-82.939085,38.661444
Daniel Johnston,20,09985 Harris Springs Apt. 696,Hallbury,Nebraska,74715,-40.723928,77.9161035
Caleb Larson,68,2224 Hughes Estate,Nicholasborough,Connecticut,45201,134.973466,23.4750675
Danielle Gonzalez,72,7305 Shane Wall,North Ryanfurt,New Hampshire,36885,70.000941,-58.0855115
Christopher Jensen,77,38245 Lucero Wall Apt. 500,New Karenhaven,Michigan,68789,155.768335,-84.574320
Cynthia Garrett,46,787 Latasha Squares Suite 150,North Justin,Vermont,41197,58.369763,-49.921316
James Cook,69,67552 Simon Port Apt. 713,Lake Benjamin,Florida,67909,150.764445,-43.604942
Mary Ball,53,668 Guerrero Shoals,Lauraton,New York,80044,116.733529,2.8477975
Raymond Hart,49,1221 Cox Roads Suite 799,Heatherhaven,Kentucky,36085,-93.140795,-21.7384515
Samantha Gomez,44,5898 Jasmine Row Suite 355,Mosestown,North Carolina,51788,-133.176772,16.012323
Ricky Hansen,21,152 Anthony Ridges,East Brandon,Kansas,50185,-54.776728,-10.9114045
Stephanie Garcia,32,81992 Cardenas Rue,Stacyhaven,South Dakota,43225,-30.912604,-83.5163395
Robert Fitzgerald,42,307 Santos Crescent,East Ashley,Texas,55102,68.767242,-76.9109535
Laurie Murray,56,72573 Kelly Row,New Shari,Kentucky,38645,60.007056,-39.927203
Phillip Weber,52,2677 Rita Cape,Phillipsside,Nebraska,81379,16.996108,5.9562915
Melissa Anderson,43,8759 Andrea Skyway Suite 590,North Cindyborough,Indiana,66765,118.709574,-83.0713025
Krista Robertson,33,67541 Katherine Loop Apt. 179,Katelynchester,Alaska,52741,87.619421,21.3406515
Monica Johnson,36,6845 Donaldson Drives,Lake Anthonyfort,Illinois,03665,41.559456,-8.5979005
Laura Long,69,91909 Miller Meadow,New Taylor,West Virginia,89353,43.792690,36.746232
Laura Acosta,27,3982 Brown Drive Apt. 240,New Lindsey,Hawaii,31595,49.997390,40.266087
Kimberly Wallace,59,7773 Jasmine Lake,Alexanderstad,Tennessee,50111,120.320390,60.4367955
Robert Huang,69,780 Gonzales Skyway,Valenciamouth,Virginia,59756,-68.441646,75.7571945
Kathryn Wilson MD,24,7250 Anthony Tunnel,Baxterberg,Colorado,01345,-47.192130,18.4895115
Jessica Keller,33,12047 Campbell Crescent Suite 159,East Sabrinatown,Arkansas,02596,-150.529266,-17.504548
Frank Glenn,23,68354 Kimberly Gateway Apt. 368,New Hannahfurt,Minnesota,23809,66.786329,-33.786600
Jillian Hunter,44,4332 Watkins River Suite 048,North Elizabeth,Montana,76055,68.749122,87.171943
Bryan Willis,73,92582 Garcia Tunnel,Carlosstad,Washington,05302,66.552294,-56.5948005
Tammy Harris,34,7421 Bauer Harbor Apt. 471,New Raven,Arkansas,15672,105.036390,52.683819
Carla Hoover,38,0306 Kara Viaduct,Port Belindamouth,Arkansas,51591,-23.729402,51.796234
Kathryn Jordan,42,595 Vang Tunnel,New Peggymouth,Florida,85892,136.564274,72.0284495
Tasha Robinson,65,06728 Lisa Prairie Suite 935,Charlesside,Vermont,02842,-71.042396,59.6135515
Jessica Paul,78,51258 Tina Lights Apt. 279,East Yvonnetown,Arizona,49248,41.394275,31.641433
Jasmine Miranda,54,8199 Everett Fort,Stephaniemouth,South Dakota,14732,170.198877,28.274710
Traci Turner,49,370 Armstrong Plains Suite 046,Whitakerfurt,Arkansas,39235,159.911959,12.3418645
Tammy Trujillo,25,4864 Carson Circles,Lake Williamburgh,New Hampshire,91754,-165.297091,-12.9857765
Joseph Baxter,48,9694 Jennifer Estates,Jimmymouth,Nevada,51668,-156.292412,47.6403885
Stacy Cisneros,60,1334 Howard Trail,Reyeschester,Wisconsin,78836,-31.263934,49.019976
Lindsay Robinson,24,103 Mike Locks Suite 695,Brianborough,Virginia,93820,-20.605563,17.3907615
Gary Jordan,22,559 Christian Mall,Larryfurt,Tennessee,48380,-8.629631,29.0382865
Lori Ware,18,525 Justin Dam,Beverlychester,Arkansas,34472,134.039737,-66.002776
Heather Jordan,69,5224 Gomez Dale,East Victoriaburgh,Michigan,69826,-148.659263,35.5155855
Christina Hansen,37,564 Guzman Forest,Scottbury,Ohio,70100,33.483657,-40.406598
Tiffany Bullock,31,49464 Ricky Villages Suite 369,Neiltown,Alaska,51769,62.904627,88.254879
Patricia Robinson,69,49212 Hudson Manors,New Nicolefort,North Carolina,11549,-2.239450,-17.7348505
James Lucas,77,0471 Lindsay Forge,Millerville,South Carolina,90798,-53.767588,-67.7584755
Philip Park,44,975 Gabriel Crescent,Crossland,Vermont,68332,-62.604710,20.412607
Jaime Phelps,42,928 Hannah Branch Apt. 208,North Dylan,Kansas,43517,-168.874102,41.875499
Austin Williams,49,491 Michael Corners Apt. 093,Lake Rachel,Minnesota,83167,-124.539032,-37.165959
Mark Day,22,710 Kathryn Mission,Lake Marcus,Iowa,47008,-131.509275,69.5964875
Michelle Marks,32,08672 Candice Mount,Stewartton,Missouri,94694,-83.432430,32.886033
Krista Martin,61,190 Simmons Shoals,Mortonton,North Dakota,33794,116.772049,20.761002
Jeremy Zuniga,73,5697 Brianna Villages,New Sarahmouth,Texas,02492,-20.145598,-6.3850385
Daniel Robinson,29,1076 Jack Wall Suite 938,Audreyhaven,New Mexico,62245,19.504986,-54.7171825
Alvin Hall,55,8407 Michael Parkways Suite 675,Eugeneside,Alabama,30238,-38.958203,21.896000
Mason Leonard,30,5899 Mary Neck Suite 253,New Edwardchester,Rhode Island,35209,-145.348130,-76.000026
Jared Powell,58,39581 Ball Crossroad,Port Kathleenberg,Delaware,82638,-105.488495,50.8735415
Benjamin Wright,53,10146 Adams Village,New Kimberly,Florida,79507,-122.382742,88.615796
Jeremy Johnson,47,5601 Melissa Ways Apt. 909,West Patricia,North Carolina,56685,-8.189718,5.136757
Meredith Thomas,77,250 Denise Valleys Apt. 582,Rebeccaside,Michigan,51065,-101.386467,71.491944
Michael Hicks,76,0232 Hunter Overpass,New Angelaberg,Louisiana,33035,-14.921327,-70.4408305
Dean Gibson,37,632 Eric Springs Suite 703,North Alvin,Arizona,30961,-62.599197,42.9316345
Karen Martinez,38,6545 Serrano Run Apt. 719,Lindafort,Mississippi,56040,92.577531,75.3765375
Susan Davis,79,2792 Lori Grove Suite 595,South Joseph,Alabama,28029,-177.795845,-48.690239
Jeremy Sanchez,54,58475 Stephanie Plains Suite 204,Danielchester,North Dakota,25736,150.515219,4.312721
James Leon,35,9838 John Way Apt. 769,Colonchester,Utah,50561,-95.173933,23.0236635
Donald Coffey,77,798 Christina Way,West Debratown,Kansas,04801,-30.604511,89.678924
Jeremy Medina,52,28089 Gabriella Row,West Zachary,Kentucky,44366,95.700867,-35.468624
John Wall,80,164 Lopez Cliff,East Mariastad,Maine,41540,-66.011794,23.7468505
Patricia Peters,24,7438 Newman Canyon,Spencerstad,South Dakota,39053,-34.309334,33.3272055
Heather Rodriguez DDS,25,73833 White Square Suite 592,Alexaport,Alaska,28606,24.184290,-37.1139965
Natalie Becker,30,13043 Chad Estates,South Jenniferbury,Delaware,95779,99.572625,58.333835
David Hammond,37,675 Trevino Mall Suite 016,Wendyfurt,Minnesota,89125,138.351198,-22.4719295
Joshua Boyd,63,0895 Morgan Parkways Apt. 841,South Robert,Indiana,17872,39.258671,28.466914
Clarence Wilson,33,2556 Anderson Well Suite 654,Lake Annside,Maine,69469,49.176658,56.753550
Nicholas Salazar,24,98792 Stone Underpass Suite 663,Johnport,Utah,19103,-39.710022,-46.7652675
Madison Snyder,23,6139 Timothy Road Apt. 951,North Jeffrey,Indiana,40920,-99.623507,-34.9063875
William Barry,35,077 Green Brook Suite 781,New Cheyenneton,New Jersey,95426,-93.919728,2.424592
Christina Malone,57,84572 Lynch Mall,South Monicaside,South Carolina,89203,-37.899955,63.445305
Juan Meyer,33,9512 Emily Green Suite 323,West Laura,Wisconsin,58663,-32.903358,42.006938
Michael Jones,60,676 Macias Branch Suite 749,South Codytown,Virginia,81216,47.579891,-45.5941485
Marcus Estrada,72,9335 Wang Road,Laurenport,Illinois,89096,127.981380,-16.561948
Carlos Guerrero,61,569 Anthony Square,West Johnfurt,Ohio,03619,46.020416,72.184036
Vernon Diaz,68,561 Mary Pass Suite 149,Powellmouth,Alabama,15550,124.696387,16.447071
Andrew Brooks,69,0730 Green Walk Apt. 001,Hardinshire,Hawaii,56889,-109.414918,64.868636
Chad Gray,49,0479 Miller Roads,West Jessicaport,North Carolina,51337,-40.499062,65.7691545
Michelle Bryant,63,60338 Scott Street Suite 992,Hallton,Washington,81276,-2.454014,45.5029715
Drew Preston,40,04188 Gibson Landing Apt. 783,Sandraberg,North Carolina,71576,79.214965,-26.5196565
Patricia Wade,34,542 Guerrero Forest Suite 421,Mayomouth,New York,21495,158.594785,-60.4505935
Christopher Lopez,50,68330 Patterson Dale,North Tristanview,Hawaii,62732,-93.616141,64.8521345
Susan Clark,35,55851 Greg Hollow,North Justin,Iowa,09041,152.438195,44.8552185
Ronald Martin,38,6690 Alexander Forge,Maureenshire,Minnesota,00847,-176.497484,-69.1212365
Jeffrey Cooper,79,9113 Jason Shore,Lake Rachael,Vermont,19431,177.739688,80.961309
Taylor Brown,43,66224 Ferguson Bridge,Cynthiafort,Maine,54842,-146.871678,5.784879
Jared Atkinson,74,991 Anthony Street Suite 955,North Ralph,Utah,83185,104.295980,36.739870
Jacob Hudson,70,33427 Brandon Ports,South Peterburgh,Maine,68768,-116.261034,31.8320925
Larry Burgess,61,80030 White Route Apt. 694,New Renee,Florida,52052,-0.522636,-89.9322155
Yolanda Bowers,45,07097 Johnson Keys Apt. 613,Marshchester,North Dakota,75366,-15.314662,-27.579277
Brian Stewart,63,92198 Andrea Knolls Suite 040,Gutierrezchester,Pennsylvania,38383,-79.553003,-59.8975725
Michael Rodriguez,63,8912 Reed Highway Suite 217,New Valeriefort,Utah,35018,88.065875,66.185739
Jill Ortiz,42,91952 William Crest Suite 373,Christon,Rhode Island,23113,-41.084179,-80.494945
Justin Klein,59,9087 King Locks Apt. 449,Christinemouth,Missouri,05379,-119.992439,-50.9970685
Kevin Bowman,22,3994 Shields Mill,East Kimberlyview,Oklahoma,53198,178.515555,-50.370697
Tara Mccarthy,32,881 Deborah Forks Apt. 945,Port Jenniferborough,Washington,62766,-96.616304,37.762901
Yolanda Campbell,40,707 Raymond Lock,South Diamondville,Louisiana,60736,122.778414,-35.933113
Erica Ryan,23,889 Robertson Extensions Apt. 251,New Kimberly,Nebraska,23779,-60.948171,-35.051791
Heather Cameron,72,217 Jacob View,Youngfort,Indiana,00530,0.579782,-34.588697
Bonnie Walter,69,42410 Louis Vista Suite 846,New Claire,Arkansas,36709,135.583451,-63.6440205
Zachary Morales,72,7681 Vincent Flat Apt. 252,West Kellyhaven,Kansas,47764,-157.270450,-83.9310135
April Rodriguez DDS,45,616 Carr Place Apt. 552,West Melissa,Connecticut,64108,-3.552527,14.2608915
Dr. Paul Young,73,067 Michelle Key,Thompsonbury,Utah,02242,39.953523,-41.253813
Cody Guzman,21,8785 Bird Islands,Lloydside,Virginia,51463,93.823612,9.4638195
Rebecca Yoder,79,010 Mark Rapids,Watersberg,Missouri,41859,-51.816364,-47.6955995
Christy Atkins,65,1721 Erin Square Apt. 937,New Matthewstad,Colorado,97276,130.006727,-33.2131325
Cindy Chavez,72,020 Edwards Coves,Riostown,Texas,35488,-68.897940,41.9232855
Gabrielle Smith,56,422 Salazar Garden Suite 410,North Denise,Minnesota,43522,100.120222,38.8187185
Belinda Vega,67,74768 Marcus Highway Apt. 163,Gloverville,Oklahoma,45757,-98.811180,-14.031719
Samuel Rodriguez,57,933 Barron Terrace Apt. 947,South Cindy,Hawaii,80985,-103.039306,-68.949464
Jay Hicks,79,548 Bishop Cliff Suite 925,Blakeside,New Hampshire,05301,92.813828,41.2851665
Beth Jackson,75,452 Cruz Way,Lindseymouth,South Dakota,33626,-12.955979,49.7258165
Colleen Maldonado DDS,52,1646 Franklin Lane,West Robert,New York,35222,52.739232,-6.717082
Theresa Mendoza,20,816 James Landing Apt. 521,North Michaelberg,Alabama,21260,-40.855987,26.8068365
Rose Medina MD,25,668 Burton Extension,Jenkinsland,North Dakota,03241,-139.004315,85.049672
Philip Brown,36,95411 Omar Mission Apt. 444,Melanieland,Delaware,56854,39.627085,58.613442
